text,label
i want to report fraudulent activity on my card,17
send information about suspicious credit card activity,17
please report information about activity on my credit card,17
send fraudulent activity information,17
please file a fraud report,17
report fraud on my card,17
"i want to report fraudulent activity on my visa card, please",17
"i need to report fraudulent activity on my visa card, please",17
i want to report fraudulent activity on my amex card,17
i want to report fraudulent activity on my visa card,17
"i want to report fraudulent activity on my amex card, please",17
i believe that there is some fraudulent activity on my capital one account,17
there is an unauthorized transaction on my bank of america checking,17
i see a purchase on my chase checking that i did not make,17
what steps do i take if there is a transaction that i do not recognize on my navy federal credit union account,17
i need to talk to someone about a transaction that was not made by me on my chase account,17
can you report credit card fraud for me,17
discover card reporting fraud,17
i need to know how to report fraud on my discover card,17
do a websearch for direct deposit set up,18
search google for how to set up direct deposit,18
info on setting up direct deposit,18
info on direct deposit set-up,18
tell me how to get my paycheck on direct deposit,18
what are the steps for setting up direct deposit for my paycheck,18
give me instructions to set up direct deposit for my paycheck,18
"i want to set up direct deposit for my paycheck, what do i need to do",18
how do i set up direct deposit for my paycheck,18
i'd really like to set up a direct deposit for my paycheck,18
i wanna set up a direct deposit for my paycheck,18
i'd like to set up a direct deposit for my paycheck,18
i would like to set up direct deposit,18
set up direct deposit for me,18
i need to set up a direct deposit for my paycheck,18
set up a direct deposit,18
i need to set up direct deposit,18
i want to set direct deposit,18
help me get my pay check deposited directly to my home checking account,18
set my paycheck up for direct deposit,18
i want my paycheck to go directly to my bank account,18
set up direct deposit to my money market account for my pay check,18
how do i get direct deposit for my paycheck,18
what's the procedure to get direct deposit for my paycheck,18
set up payroll direct deposit to my checking account,18
make it so my paycheck goes directly into my savings account,18
how can i have my paycheck directly deposited,18
i need to get direct deposit on my bofa account,18
what do i need to set up direct deposit,18
what is needed for setting up direct deposit,18
can you walk me through setting up direct deposit,18
what is needed to set up direct deposit,18
i need help to set up direct deposit,18
would you help me set up direct deposit,18
assist me to set up direct deposit,18
tell me how to set up direct deposit,18
tell me how to set up direct deposit for my paycheck,18
how do i direct deposit my paycheck,18
what do i do to have my paycheck deposited directly in my account,18
how can i have my paycheck directly deposited in my account,18
"i would like to set up a direct deposit, please tell me how",18
how can i set up a direct deposit with my checking account,18
can you tell me how to set up a direct deposit,18
can you help me set up a direct depost,18
how can i turn on direct deposit,18
how can i set up direct deposits from my job to my bank,18
what steps do i need to do to set up direct deposit,18
i want to set up direct deposit what do i need to do,18
what do i need to do to start direct deposit,18
how do i go about setting up direct deposit,18
how do i get direct deposit set up,18
i'd like to know about setting up direct deposit,18
can you tell me how to set up direct depost,18
how do i get my check directly deposited,18
direct deposit information,18
how do i set up instant paycheck,18
how do i direct deposit my check,18
help me set up direct deposit to my bank of hawaii checking account,18
can you show me how to set up direct deposit for my paycheck to my first hawaiian bank account,18
i want to set up direct deposit to my first hawaiian bank account,18
can you show me how to set up my paycheck to be direct deposit to my first hawaiian bank account,18
how do i set up direct deposit to my bank of hawaii account,18
help me set up a direct deposit,18
how is a direct deposit set up,18
how would i go about setting up a direct deposit,18
i need to set up a direct deposit,18
tell me how to set up a direct deposit,18
onpay gives you two convenient ways to pay your employees,18
can you help me set up direct deposit,18
i need some guidance when it comes to direct deposit,18
i want to switch to direct deposit,18
how can i set up direct deposit,18
what are the steps to direct deposit my check,18
is there a specific way to set up direct deposit,18
how do i arrange a direct deposit into my savings account,18
how do you set up direct deposit,18
"can you teach me how to set up direct deposit, or show me who can",18
can you show me how to set up direct deposit,18
"if i would like to set up direct deposit, how do i do it",18
direct deposit instructions,18
help setting up direct deposit,18
please help me set up direct deposit,18
what are the steps for setting up direct deposit,18
how does one go about setting up direct deposit,18
how to set up direct deposit for paychecks,18
what's needed to direct deposit my paycheck,18
what is required to direct deposit my paycheck,18
how to direct deposit my paycheck,18
i need to get my paycheck direct deposited to my chase account,18
i'd like to have my paycheck direct deposited to my chase account,18
what are the steps to set up direct deposit to my chase account,18
how do i get my paycheck direct deposited to my chase account,18
how do i set up direct deposit to my chase account,18
what do i do to enable direct deposit,18
can i get paychecks directly deposited to my bank of america account,18
i have a great western bank account i want direct deposits to go to,18
i'd like my paychecks direct deposited in my navyfed checking account,18
can you walk me through setting up direct deposits to my bank of internet savings account,18
how do i get paychecks put directly in my sunflower savings account,18
let me set up direct deposit for this,18
i want to know my interest rate,19
tell me my interest rate,19
what interest rate am i paying,19
my interest rate please,19
how do i know the interest rate for my signature account,19
how can i figure out my interest rate for my umpqua account,19
how can i find my interest rate for my alliance account,19
how can i figure out the interest rate for my columbia account,19
how can i find the interest rate for my red river account,19
what is the rate of interest on my savings account,19
how much interest am i getting on my savings,19
check the interest rate on my savings account,19
tell me my current savings account's interest rate,19
what's the interest rate on my savings,19
what is my interest rate payment,19
how do i figure out my intetest rate,19
how to calculate my interest rate,19
what is my intetest rate,19
i must find the interest rate for my checking account,19
i gotta find the interest rate for my checking account,19
i would love to know the interest rate on my bank of america cd account,19
i need to know the interest rate on my bank of america cd account,19
what is the interest rate on my bank of america cd account,19
i have to find the interest rate for my checking account,19
i must know the interest rate on my bank of america cd account,19
i really need to find the interest rate for my checking account,19
i need to find the interest rate for my checking account,19
i wanna know the interest rate on my bank of america cd account,19
what is the interest rate i am receiving from the start of the year,19
what's the interest rate i have from illinois national,19
can you tell me what my interest rate from first federal is,19
"x has given me an interest rate, what is it",19
what's my interest rate from january,19
i need the interest rate on my capital one account,19
could you help me find the interest on my chase account,19
i need help finding the apr on my aspire loan,19
"hi, can you tell me the interest on my ira",19
can you help me find the interest rate for my sba account,19
where do i go to view the interest rate on my brighton account,19
what do i need to do to look up my 1st republic account's interest rate,19
tell me how to locate the interest rate for my jonah account,19
what is the interest rate on my scotiabank account,19
please tell me what i can expect my bank of america interest rate to be,19
"if i'm using citibank, what is the interest rate",19
what is the interest rate at chase,19
what would the interest rate at wells fargo be,19
i would like to know my chase interest rate,19
what is my current interest rate,19
what is my annual percentage rate,19
do you know what the interest rate is on my account,19
how percentage am i earning annually on my account,19
what interest rate will i get from city national,19
what interest rate will regions give me,19
what is the best interest rate i can get from now on,19
what is the interest rate i can get from the beginning of next year,19
is there any info on my savings interest rate online,19
is my savings interest rate too high,19
i need to know my interest rate,19
can i find out my checking interest rate online,19
is my savings interest rate too low,19
what is my interest rate for chase bank,19
how are the interest rates at chase bank,19
what is my credit card interest rate,19
i want to know td banks interest rates,19
how's my interest rate,19
does my checking interest rate seem low,19
what's the interest rate for my checking account,19
what's td bank's interest rate,19
can you tell me my current interest rate,19
let me know what my interest rate is,19
could you tell me my interest rate,19
"what's my current interest rate, if you could look",19
what's my interest rate,19
what interest rate am i getting,19
could you find my interest rate for me,19
what interest rate am i getting from onewest bank,19
what interest rate am i getting from citigroup,19
what interest rate am i getting from chase,19
will you tell me the interest rate,19
can you tell me the interest rate,19
will you tell me my interest rate,19
would you tell me the interest rate,19
how much is the interest rate for the account i have at bluebird,19
how do i know what interest rate chase has,19
let me know my ally interest rate,19
on my chase bank account what is the interest rate,19
i need to know my b of a interest rate,19
can you tell me my interest rate,19
find my interest rate,19
what is my interest rate,19
help me determine my interest rate,19
what is the interest rate on my charles schwab checking account,19
what is the interest rate on my chase slate credit card,19
what is the interest rate on my barclay card arrival credit card,19
what is the interest rate on my capital one credit card,19
what is the interest rate on my bank of america credit card,19
i need to know the interest rate that applies to my personal loan,19
please tell me my current interest rate for my home equity line of credit,19
what is the interest rate on my money market account,19
can you please tell me the interest rate for cash advances on my visa,19
can you see if i can get a higher limit on my discovery card,20
can my credit limit on my discovery card go up,20
may i have a higher limit on my mastercard,20
can i get a higher credit limit on my amex card,20
is there a way to get a larger limit on my bank of america card,20
what's the possibility of getting a credit limit increase on my visa,20
is it possible to increase my credit limit to 1000 dollars,20
is it possible to have a higher limit on my visa,20
can i get a higher limit on my american express card,20
i'd like to increase my credit spending limit to 500 dollars,20
am i allowed to increase the credit limit on my mastercard,20
is it possible to get a credit limit increase to 3000,20
i'd like to increase my credit limit up to four thousand,20
can i increase my credit limit from 1000 to 2000 please,20
is it possible to increase the limit on my visa,20
should i increase my credit limitfor cardx,20
can i have my credit limit changed,20
credit limit change,20
please change credit,20
please change the credit limit,20
i want my credit limit changed,20
can i get a credit increase for my visa,20
can i get a higher limit on my visa card,20
can my limit be increased for my visa,20
can you increase how much i can spend on my visa,20
will you allow more spending on my visa,20
is it possible to increase my visa card limit,20
is the limit on my visa card able to be increased,20
is there a way to increase the limit on my visa card,20
am i able to increase the limit on my visa card,20
how do i increase the limit on my visa card,20
can you increase my credit limit,20
can you change my credit limit,20
can you change the limit on my credit please,20
i need to increase my credit limit,20
"change my credit limit, please",20
help me change my credit limit,20
what do i do to change my credit limit,20
get my credit limit changed,20
i want to change my credit limit,20
please help me increase my mastercard credit card limit,20
"i need to increase my credit limit for my visa credit card, can you assist me",20
"i would like to increase my bank of america credit limit, can you help me",20
is there a way to increase the credit limit on my american express card,20
how can i increase my aa credit card limit,20
would it be possible to increase my chase card's limit,20
how do i raise the limit on my visa card,20
how would i raise my credit spending by 250 dollars,20
can i raise the limit to 500 dollars,20
can i get a credit limit raise on my credit card,20
how would i raise my credit spending by 2500 dollars,20
would i be able to increase my available credit by 600 dollars,20
i need a credit raise by 1000 dollars,20
is there a way to raise my mastercard credit,20
how would i go about raising my gold card limit,20
"please increase my credit limit to $9,000",20
how do i request a credit limit increase on my visa,20
"is it possible to get a new credit limit of $10,000",20
is it possible to increase the credit limit on my mastercard,20
"can you increase my credit limit to $7,500",20
"can i raise my credit limit to $12,000",20
tell me if i can get a higher limit on my visa,20
"can i get my credit limit increased to $15,000",20
how do increase the credit limit on my visa card,20
can i get a higher credit limit on my american express,20
can i increase the credit limit for my usaa card,20
can i increase the credit limit on my kohls card,20
can i increase the credit limit for my navy federal card,20
can i increase my credit limit to 500 dollars,20
can i increase the credit limit on my target card,20
can i increase the credit limit for my bank of the west card,20
can i increase my credit limit to 700 dollars,20
can i increase the credit limit on my maurices card,20
can i increase the credit limit on my old navy card,20
can i increase my credit limit to 800 dollars,20
can i increase my credit limit to 1200 dollars,20
can i increase the credit limit for my chase card,20
can i increase the credit limit for my bank of america card,20
can i increase my credit limit to 1100 dollars,20
can i increase the credit limit on my walmart card,20
can you increase my credit limit to one thousand dollars,20
can my credit limit be increased to one thousand dollars,20
tell me if my credit limit can be increased to one thousand dollars,20
please see if you can increase my credit limit to one thousand dollars,20
"i want to increase my credit limit to $1000, if possible",20
can i increase thencrdeit limit for my chase visa card,20
can i increase the credit limit for my american express card,20
can i increase the credit limit for my western union credit card,20
can i increase the credit limit for my wells fargo credit card,20
can i increase the credit limit for my visa platinum card,20
is it possible to increase the credit limit for my discover card,20
is it possible to raise the credit limit for my discover card,20
can i raise the credit limit for my discover card,20
will they let me up my credit limit to $1000,20
will i be able to increase my credit limit to $1000,20
can i up my credit limit to $1000,20
am i allowed to increase my credit limit to $1000,20
is it possible to increase my credit limit to $1000,20
can i get more money on my discover card,20
help increasing credit on discover card,20
the bill for water and electricity is how much,21
what's my bill for water and electricity,21
"for my water and electricity, how much is the bill",21
how much is the bill for my water and electricity,21
my water and electricity bill is how much,21
what is the total amount that i owe to sony and verizon,21
please tell me how much i owe sprint and how much i owe hsn,21
tell me how much my verizon and comcast bill come to together,21
how much in total do i need to pay cox and at&t,21
please let me know how much my bills for comcast and sprint total,21
what do my bills add up to,21
how much do i owe in bills,21
what's the balance on my bills,21
read my bill balances,21
how much are my bills,21
find out what my water bill costs please,21
how much is my electricity bill costing me,21
find out the cost of my bill payments,21
let me know the amounts i owe for my utilities and tuition bills,21
how much money do i need to spend on bill payments,21
can you tell me what i owe for this month's phone bill,21
tell me the sum total of my water and electricity bills,21
can you tell me the total cost of my bills please,21
what is the total amount due on my electricity bill,21
what am i being charged for my water bill,21
tell me how much my cable bill is,21
what is the total for my utilities bill this month,21
how much do i owe for my gas and phone bills,21
tell me what is owed for my water and gas bills,21
i need to know the amounts due for my utilities and cable bills,21
let me know how much money i will need to spend on paying bills,21
please let me know how much my gas bill is,21
i need to know the cost of the cable bill,21
how much in total will i be paying for bills,21
what do i owe for my utilities bill,21
please give me the full balance on my water bill,21
how much is the total due for my pgw gas bill,21
what's the amount due on my latest sprint bill,21
"i need the dollar amount due on my verizon bill, please",21
can you tell me what the amount on my directv bill is,21
remind me of the invoice total for my plumbing bill,21
tell me what amount i have to pay for my directv bill please,21
i need to know my bill total for my verizon payment due this month,21
please find the current balance on my con edison bill,21
what's the balance on my sprint account,21
how much is my xfinity bill this month,21
what's the cost of my dte bill plus my electricity bill,21
my dte bill is how much,21
what is my dte bill this month,21
how much are my electric and heating bills,21
my dte and water bills are how much,21
my water bill is how much this month,21
how much is my electric bill for this month,21
how much are my xfinity and dte bills,21
how much are my cable and water bills,21
how much do i have to pay on my bills,21
can you check the balance on the water bill,21
how much do i have to pay for my cable bill,21
how much do i owe on my cable bill,21
can you find out how much i owe on my bills,21
can you check and see how much i owe on my cable bill,21
do you know how much i owe on my cable bill,21
how much do i need to pay on my bills,21
can you tell me how much i owe on my cable bill,21
how much is my comcast bill,21
what is the amount on my comcast bill,21
what is the my comcast bill this month,21
what do i owe bill wise,21
do i have any due bills and how much,21
do i still owe any bills,21
how much do i have to pay for my bills this month,21
do i owe any bills,21
what's the final amount of all the money i need to pay in bills this month,21
add all my bills for this month and tell me the total,21
what's the sum of all i owe on bills this month,21
what's the total i owe on all my bills,21
what's the water bill,21
how much are all my bills combined,21
what's my mortgage payment going to be this month,21
what do i owe on the car this month,21
how much are utilities,21
how much is my gas bill,21
how much is my internet bill,21
how much is my cable bill,21
how much is my rent,21
how much is my cable bill for,21
how much is my current water bill for,21
how much is my electric bill for,21
how much is my water bill for,21
how much is my current cable bill for,21
what is the amount on my water bill,21
how much do i have on credit card bill,21
what is the balance on my bills,21
what is my domain name bill,21
how much is my groceries and gas bill,21
what is the cost of water and electric this month,21
what is the amount of balance i have to pay on my bill,21
how much do i owe on bills,21
how much on bills to i have to pay,21
what is my email subscriction services bill,21
what is the process to get some more checkbooks mailed to me,22
how do i get more checkbooks mailed to me,22
if i need more checkbooks maild to me what should i do,22
can you mail more checkbooks to me please,22
can you explain to me how to get some more checkbooks mailed to me,22
can i get more checks,22
order more checks,22
i don't have any checks left; please order some,22
i need new checks,22
"can you order me more checks, please",22
i need more checkbooks for my chase account,22
i'm in need of checks for bank of america,22
can you order me more checks at wells fargo,22
my key bank checks have run out,22
i don't have anymore checks for chase and need some,22
i would like to request that more checkbooks be mailed to me,22
i would like to order additional checkbooks to me mailed to my home address,22
would it be possible for you to mail me new checkbooks,22
i would like to place an order for more checkbooks to me mailed to me,22
could you please mail me some checkbooks,22
how can i order some more checks for my checking account,22
can you show me how to order some more checks for my chase account,22
please show me how to order more checks for my savings account,22
i'd like to order more checks for my savings account,22
i need to order more checks for my savings account,22
"if i can, i'd like to get some more checkbooks mailed to me",22
can i get some more of those new checkbooks mailed to me,22
can some more checkbooks get mailed to me,22
can i please get some more checkbooks mailed to me,22
"i'd like to get some more checkbooks mailed to me, if i can",22
i don't have checks so can i order some new ones,22
i really wanna get some more checkbooks mailed to me,22
i wanna order some more checks for my checking account,22
i wanna get some new checks cause i ran out of them,22
i would like to get some more checkbooks mailed to me,22
i need to get some more checkbooks mailed to me,22
i'd love to order some more checks for my checking account,22
i feel i would like to get some more checkbooks mailed to me,22
"i don't have checks, so can i get new ones",22
i must order some more checks for my checking account,22
i do need to get some more checkbooks mailed to me,22
i really need to order some more checks for my savings account,22
i want to order some more checks for my savings account,22
"i recently ran out of checks, so i wanna get some new ones",22
"i need to order checks, so can i order some new ones",22
i need more checkbooks delivered to me by mail,22
i need to order more checkbooks by mail,22
how can i order more checkbooks by mail,22
can you show me how to get more checkbooks by mail,22
what is the process for ordering new checks,22
how do i order new checks,22
how do you order new checks,22
how do i order checks once i run out,22
i need to order new checks,22
is it possible to get more checkbooks for my navy fed account,22
is it possible to get more checkbooks for my wells fargo checkings,22
i used the last check so i want you to help me order more,22
can i get new checks to replace the ones we ran out of,22
since we're out of checks i want help purchasing new ones,22
i need to order new checks since i just used the last of them,22
order some new checks to replace the ones i ran out of,22
can i get more checkbooks for my bank of america checkings account,22
does my great western bank account allow me to order more checkbooks,22
i need to order more checkbooks for my capital one account,22
help me get some new checks since i ran out of them,22
i want to order some new checks because i ran out of them,22
"i have no more checks, how can i order more",22
how do i go about getting more checks since i ran out of them,22
how can i order more checks since i do not have any more,22
is is possible to order more checkbooks for account ending in sequence 939392,22
tell my bank i need new checks,22
please order me some new checks,22
how can i order more checks for my regions bank account,22
how do i place an order for more checks for my bank of america account,22
how can i get more checks for my commerce bank checking account,22
order more checks for my first bank checking account,22
i need to order more checks for my usbank account,22
"i'm out of checks, please order new ones",22
"order new checks, please",22
will you order more checkbooks for my silvergate account,22
would you please order me more checkbooks for my b of t account,22
order more checkbooks for my community account,22
i need more checkbooks for my fifth third account,22
can you get me more checkbooks for my southern account,22
will it be possible to order for more checkbooks for my chase bank account,22
can i order for more checkbooks for my chase bank account,22
will i be able to order for more checkbooks for my chase bank account,22
is it possible to make an order for more checkbooks for my chase bank account,22
is it possible to order more checkbooks for my chase bank account,22
"ai, research usbank options to order more checks",22
"ai, where do i go to order checks for my usbank account",22
"ai,please order some checks for my usbank account",22
"ai, show me online options to order more checks for my usbank account",22
"ai, call my usbank to order more checks",22
i need to place an order of checks for my bank of america checking account,22
please submit an order for new checks on my pnc money market account,22
i would like a reorder of checkbooks for my home equity line of credit with chase,22
can you order new checks for my citizens checking,22
make an order for new checbooks on my td checking please,22
how do i order checks for my savings account,22
why did my card not get accepted,23
why did my card not get accepted there,23
please tell me why did my card not get accepted,23
why did my card not get accepted please,23
why did my card not get accepted then,23
find out why my card was declined,23
please tell me why my card was declined,23
for what reason did my card get declined,23
can you tell me why my card was declined,23
i need to know why my card was declined,23
i need to know why my card was just declined at walgreen's,23
where can i find out why my card was recently declined at amazoncom,23
i tried using my card at chipotle yesterday and it was declined; why,23
why was my card declined for my monthly netflix subscription payment,23
can you tell me what caused my card to get declined at starbucks this morning,23
i wonder why my card got declined yesterday,23
why was my card declined,23
"my card was declined yesterday, why",23
is my card working properly,23
do i have enough funds in my card,23
how do i fix my card being declined,23
tell me why was my card declined at the zoo,23
explain why was my card declined at boston market,23
why did you decline my card at sfo,23
how come my card was declined at rosses,23
why did my card get declined at the dentist office,23
why did macy's decline my card,23
bloomingdale's declined my card and i'd like to know why,23
why wouldn't nordstrom accept my card,23
please tell me why walgreen's wouldn't take my card,23
can you tell me why walmart declined my card,23
i couldn't buy a mug from target because my card got declined,23
stopped by target to get a mug but my card declines,23
at target trying to buy a mug and my card was declined,23
i went to target to buy a mug but my card did not work,23
trying to buy a mug from target but my card declined,23
why was my card not accepted yesterday,23
tell me why my card didn't work yesterday,23
what was the issue with my card yesterday,23
what was the problem with my card yesterday,23
what was wrong with my card yesterday,23
i was at home depot trying to buy plants and my card got declined,23
i need to know why my card declined yesterday,23
i wish to know why my card was declined yesterday,23
i was at target trying to buy candles and my card got declined,23
find out why my card declined yesterday,23
i was at sears trying to buy clothes and my card got declined,23
why was my card declined yesterday,23
i was at zales trying to buy a ring and my card got declined,23
i was at macys trying to buy shoes and my card got declined,23
my card declined yesterday and i want to know why,23
i wish to know why my card was declined,23
tell me why my card was declined yesterday,23
so it turns out my card was declined at applebee's and i wanna know why,23
so why was my card declined yesterday,23
tell me why my card got declined,23
it turns out my card was declined at fry's and i would like to know why,23
let me know why my card got declined,23
let me know why my card was declined yesterday,23
i wanna know why my card was declined,23
i really need to know why my card was denied,23
so my card was declined at fry's and i wanna know why,23
turns out my card was declined at wal mart and i wanna know why,23
i think my card was declined at wal mart and i want to know why,23
let me know why my card got declined the other day,23
please let me know why my card was declined yesterday,23
i was trying to buy qtips at walmart and my card got declined,23
i was at walmart today and my card got declined when i went to buy qtips,23
at walmart my card got declined when i was buyng qtips,23
"buying qtips today, my card got declined at walmart",23
i was buying qtips today at walmart and my card got declined,23
my card didn't go through when i was buying a case of water at walmart,23
i was at walmart when my card was declined i was only trying to buy some candy,23
my card got declined at target while buying a tv,23
i was at albertsons trying to buy milk when my card wasn't accepted,23
my card was not accepted for buying a computer at best buy,23
please help me figure out why my card was declined yesterday,23
why did my card get rejected yesterday,23
can you tell me why my card was declined yesterday,23
"my card was declined at the store yesterday, what happened",23
i was at costco trying to buy groceries and my card got declined,23
my card was declined at the casino and i'm wondering why,23
i was at safeway trying to buy groceries and my card got declined,23
i was at whole foods trying to buy groceries and my card got declined,23
i was at trader joe's trying to buy groceries and my card got declined,23
i was at costco trying to buy sheets and my card got declined,23
my card did not work yesterday,23
"i tried to use my credit card yesterday, but it did not work",23
my card was malfunctioning and was returned to me,23
for which reason was my card declined yesterday,23
"yesterday, my card was declined",23
i don't understand why walgreens declined my card,23
i tried to make a purchase yesterday but my card was declined why,23
i don't understand why my card was declined yesterday,23
what is the reason for whole foods declining my card,23
can you explain why my card was declined,23
how come starbucks declined my card when i tried to use it to pay,23
how come my card was not accepted yesterday,23
find out what happened to make my card get declined yesterday,23
why was my card declined at safeway,23
how long til my visa card expires,24
on what date does my visa card expires,24
on what month and year does my card expire,24
how soon does my visa card expire,24
how much time do i have before my credit card expires,24
how many more days before my credit card expires,24
can you tell me if my credit card expires in the near future,24
what is the validity of my credit card,24
tell me the expiry date of my credit card,24
does my credit card expire soon,24
when my credit card is going to expire,24
what is the expiry date of my credit card,24
in what month will my card reach expiration,24
which month is the one in which my card expires,24
how much longer until my credit card expires,24
can you tell me what date my credit card expires,24
please find the expiration month listed on my card,24
can you please tell me my card's expiration month,24
is my credit card expiration date approaching,24
will you please confirm the month that my card expires,24
what's the expiration date on my credit card,24
when is my credit due to expire,24
what's the expiry month of my card,24
tell me the month my card expires,24
tell me the expiry month of my card,24
i want to know the expiry month of my card,24
is my credit card expiring soon,24
how long is the validity of my credit card,24
please let me know when i need to renew my credit card,24
how long is it until my credit card expires,24
how long until i my card expires,24
whats the expiration date on my credit card,24
when does my card expire,24
when will my american express credit card expire,24
what is the expiration date of my wells fargo card,24
please tell me the month and year of expiration for my discover card,24
when does my capital one visa expire,24
can you tell me the expiration date for my mastercard,24
what is the expiration date of my current card,24
do i need a new card yet,24
when do i have to renew my card so it doesn't expire,24
is my card set to expire soon,24
how long is it going to be until my card expires,24
what's the exact date that my chase card will no longer work,24
what's the month that my card expires,24
my card expires in what month,24
tell me the month that my credit card will expire,24
my credit card is set to expire in what month,24
my chase card expires on what date,24
my discover card expires on what date,24
when does my discover card expire,24
my american express card expires on what date,24
how many days until my amex card reaches it expiration date,24
what date does my capital one card expire,24
when is the expiration date for my discover card,24
can you check the expiration date for my amex card,24
can i have the expiration date for my capital one card,24
during which month will my card expire,24
tell me the month that my card will expire in,24
help me figure out when exactly my credit card will be expiring,24
could you look up the date that my credit card is set to expire,24
look up the expiration date for my barclay's card,24
when will my american express card expire,24
can you find out for me when my credit card will be expiring,24
i need to know when my card is set to expire please,24
during what month will my card's expiration date fall on,24
what is the month that my card is set to expire in,24
i need to know when my mastercard will expire,24
i need to know the date of expiration for my credit card,24
do you know the expiration date for my visa card,24
please find out the expiration date for my credit card,24
tell me the expiration date for my current credit card,24
how long before my amex card expires,24
do you know the expiration date on my credit card,24
what is the month of my card's expiration date,24
where can i find my credit card's expiration date,24
please look up my card's expiration date,24
how long will it be until my visa card expires,24
what month and year will my visa card expire,24
when is the date my visa card will expire,24
when is the expiration date for my visa card,24
what is the expiration date on my visa card,24
what is the expiration date on my credit card,24
when is my card going to expire,24
when is my credit card going to expire,24
what's the last date i can use my credit card,24
what is the expiration date on my card,24
when will my discovery card expire,24
when does my amex expire,24
can you check when my visa card expires,24
tell me when my visa card will have expired,24
when will my amex card reach its expiration,24
when's my visa card expiring,24
what date will my hy-vee card need to be renewed,24
how long until my mastercard expires,24
how long do i've got until my discovery card expires,24
when should i expect my visa to expire,24
how long until my visa expires,24
find out for me when my mastercard expires,24
when will my visa next expire,24
